2025-04-03 16:38:48 | mars_base_internal_temperature: 20 | mars_base_external_temperature: 17 | mars_base_internal_humidity: 53 | mars_base_external_illuminance: 602 | mars_base_internal_co2: 0.061 | mars_base_internal_oxygen: 4.29
2025-04-03 17:04:57 | mars_base_internal_temperature: 28 | mars_base_external_temperature: 17 | mars_base_internal_humidity: 60 | mars_base_external_illuminance: 535 | mars_base_internal_co2: 0.04 | mars_base_internal_oxygen: 4.07
2025-04-03 17:05:02 | mars_base_internal_temperature: 18 | mars_base_external_temperature: 4 | mars_base_internal_humidity: 54 | mars_base_external_illuminance: 666 | mars_base_internal_co2: 0.041 | mars_base_internal_oxygen: 6.3
2025-04-03 17:05:07 | mars_base_internal_temperature: 27 | mars_base_external_temperature: 16 | mars_base_internal_humidity: 52 | mars_base_external_illuminance: 665 | mars_base_internal_co2: 0.056 | mars_base_internal_oxygen: 6.48
2025-04-03 17:05:09 | mars_base_internal_temperature: 23 | mars_base_external_temperature: 18 | mars_base_internal_humidity: 55 | mars_base_external_illuminance: 650 | mars_base_internal_co2: 0.035 | mars_base_internal_oxygen: 4.89
2025-04-03 17:05:09 | mars_base_internal_temperature: 27 | mars_base_external_temperature: 19 | mars_base_internal_humidity: 54 | mars_base_external_illuminance: 601 | mars_base_internal_co2: 0.052 | mars_base_internal_oxygen: 5.86
2025-04-03 17:05:14 | mars_base_internal_temperature: 23 | mars_base_external_temperature: 3 | mars_base_internal_humidity: 59 | mars_base_external_illuminance: 566 | mars_base_internal_co2: 0.1 | mars_base_internal_oxygen: 4.44
2025-04-03 17:05:14 | mars_base_internal_temperature: 23 | mars_base_external_temperature: 17 | mars_base_internal_humidity: 51 | mars_base_external_illuminance: 710 | mars_base_internal_co2: 0.044 | mars_base_internal_oxygen: 6.12
2025-04-03 17:05:19 | mars_base_internal_temperature: 20 | mars_base_external_temperature: 2 | mars_base_internal_humidity: 52 | mars_base_external_illuminance: 691 | mars_base_internal_co2: 0.09 | mars_base_internal_oxygen: 5.09
2025-04-03 17:05:19 | mars_base_internal_temperature: 30 | mars_base_external_temperature: 12 | mars_base_internal_humidity: 55 | mars_base_external_illuminance: 708 | mars_base_internal_co2: 0.023 | mars_base_internal_oxygen: 4.79
2025-04-03 17:05:24 | mars_base_internal_temperature: 22 | mars_base_external_temperature: 15 | mars_base_internal_humidity: 54 | mars_base_external_illuminance: 578 | mars_base_internal_co2: 0.075 | mars_base_internal_oxygen: 5.77
2025-04-03 17:05:24 | mars_base_internal_temperature: 23 | mars_base_external_temperature: 1 | mars_base_internal_humidity: 58 | mars_base_external_illuminance: 585 | mars_base_internal_co2: 0.043 | mars_base_internal_oxygen: 5.87
2025-04-03 17:05:29 | mars_base_internal_temperature: 24 | mars_base_external_temperature: 15 | mars_base_internal_humidity: 60 | mars_base_external_illuminance: 642 | mars_base_internal_co2: 0.072 | mars_base_internal_oxygen: 5.94
2025-04-03 17:05:29 | mars_base_internal_temperature: 18 | mars_base_external_temperature: 12 | mars_base_internal_humidity: 52 | mars_base_external_illuminance: 681 | mars_base_internal_co2: 0.1 | mars_base_internal_oxygen: 4.64
2025-04-03 17:05:34 | mars_base_internal_temperature: 21 | mars_base_external_temperature: 8 | mars_base_internal_humidity: 60 | mars_base_external_illuminance: 637 | mars_base_internal_co2: 0.023 | mars_base_internal_oxygen: 4.12
2025-04-03 17:05:34 | mars_base_internal_temperature: 27 | mars_base_external_temperature: 4 | mars_base_internal_humidity: 59 | mars_base_external_illuminance: 568 | mars_base_internal_co2: 0.092 | mars_base_internal_oxygen: 6.99
2025-04-03 17:05:39 | mars_base_internal_temperature: 29 | mars_base_external_temperature: 20 | mars_base_internal_humidity: 58 | mars_base_external_illuminance: 505 | mars_base_internal_co2: 0.046 | mars_base_internal_oxygen: 5.46
2025-04-03 17:05:39 | mars_base_internal_temperature: 20 | mars_base_external_temperature: 8 | mars_base_internal_humidity: 56 | mars_base_external_illuminance: 587 | mars_base_internal_co2: 0.074 | mars_base_internal_oxygen: 5.01
2025-04-03 17:05:44 | mars_base_internal_temperature: 18 | mars_base_external_temperature: 16 | mars_base_internal_humidity: 59 | mars_base_external_illuminance: 528 | mars_base_internal_co2: 0.091 | mars_base_internal_oxygen: 6.87
2025-04-03 17:05:44 | mars_base_internal_temperature: 27 | mars_base_external_temperature: 4 | mars_base_internal_humidity: 57 | mars_base_external_illuminance: 587 | mars_base_internal_co2: 0.039 | mars_base_internal_oxygen: 4.58
2025-04-03 17:05:49 | mars_base_internal_temperature: 21 | mars_base_external_temperature: 2 | mars_base_internal_humidity: 58 | mars_base_external_illuminance: 653 | mars_base_internal_co2: 0.082 | mars_base_internal_oxygen: 6.4
2025-04-03 17:05:49 | mars_base_internal_temperature: 25 | mars_base_external_temperature: 9 | mars_base_internal_humidity: 54 | mars_base_external_illuminance: 566 | mars_base_internal_co2: 0.082 | mars_base_internal_oxygen: 6.81
2025-04-03 17:05:54 | mars_base_internal_temperature: 20 | mars_base_external_temperature: 5 | mars_base_internal_humidity: 56 | mars_base_external_illuminance: 624 | mars_base_internal_co2: 0.036 | mars_base_internal_oxygen: 4.61
2025-04-03 17:05:54 | mars_base_internal_temperature: 19 | mars_base_external_temperature: 8 | mars_base_internal_humidity: 50 | mars_base_external_illuminance: 517 | mars_base_internal_co2: 0.046 | mars_base_internal_oxygen: 6.27
2025-04-03 17:05:55 | mars_base_internal_temperature: 26 | mars_base_external_temperature: 20 | mars_base_internal_humidity: 52 | mars_base_external_illuminance: 506 | mars_base_internal_co2: 0.074 | mars_base_internal_oxygen: 6.21
2025-04-03 17:05:55 | mars_base_internal_temperature: 20 | mars_base_external_temperature: 12 | mars_base_internal_humidity: 56 | mars_base_external_illuminance: 514 | mars_base_internal_co2: 0.048 | mars_base_internal_oxygen: 5.07
2025-04-03 17:06:00 | mars_base_internal_temperature: 28 | mars_base_external_temperature: 3 | mars_base_internal_humidity: 55 | mars_base_external_illuminance: 641 | mars_base_internal_co2: 0.093 | mars_base_internal_oxygen: 6.39
2025-04-03 17:06:05 | mars_base_internal_temperature: 24 | mars_base_external_temperature: 0 | mars_base_internal_humidity: 50 | mars_base_external_illuminance: 559 | mars_base_internal_co2: 0.064 | mars_base_internal_oxygen: 5.21
2025-04-03 17:06:10 | mars_base_internal_temperature: 23 | mars_base_external_temperature: 17 | mars_base_internal_humidity: 56 | mars_base_external_illuminance: 580 | mars_base_internal_co2: 0.027 | mars_base_internal_oxygen: 6.84
2025-04-03 17:06:15 | mars_base_internal_temperature: 27 | mars_base_external_temperature: 9 | mars_base_internal_humidity: 56 | mars_base_external_illuminance: 533 | mars_base_internal_co2: 0.061 | mars_base_internal_oxygen: 4.12
2025-04-03 17:06:20 | mars_base_internal_temperature: 24 | mars_base_external_temperature: 8 | mars_base_internal_humidity: 60 | mars_base_external_illuminance: 704 | mars_base_internal_co2: 0.085 | mars_base_internal_oxygen: 4.42
2025-04-03 17:06:25 | mars_base_internal_temperature: 22 | mars_base_external_temperature: 21 | mars_base_internal_humidity: 60 | mars_base_external_illuminance: 608 | mars_base_internal_co2: 0.092 | mars_base_internal_oxygen: 6.64
2025-04-03 17:06:30 | mars_base_internal_temperature: 27 | mars_base_external_temperature: 13 | mars_base_internal_humidity: 59 | mars_base_external_illuminance: 513 | mars_base_internal_co2: 0.044 | mars_base_internal_oxygen: 6.62
2025-04-03 17:06:35 | mars_base_internal_temperature: 24 | mars_base_external_temperature: 15 | mars_base_internal_humidity: 55 | mars_base_external_illuminance: 598 | mars_base_internal_co2: 0.035 | mars_base_internal_oxygen: 6.83
2025-04-03 17:06:40 | mars_base_internal_temperature: 23 | mars_base_external_temperature: 2 | mars_base_internal_humidity: 56 | mars_base_external_illuminance: 603 | mars_base_internal_co2: 0.044 | mars_base_internal_oxygen: 6.22
2025-04-03 17:06:45 | mars_base_internal_temperature: 19 | mars_base_external_temperature: 6 | mars_base_internal_humidity: 55 | mars_base_external_illuminance: 699 | mars_base_internal_co2: 0.06 | mars_base_internal_oxygen: 5.22
2025-04-03 17:06:50 | mars_base_internal_temperature: 22 | mars_base_external_temperature: 6 | mars_base_internal_humidity: 53 | mars_base_external_illuminance: 615 | mars_base_internal_co2: 0.033 | mars_base_internal_oxygen: 6.68
2025-04-03 17:06:55 | mars_base_internal_temperature: 26 | mars_base_external_temperature: 14 | mars_base_internal_humidity: 56 | mars_base_external_illuminance: 518 | mars_base_internal_co2: 0.056 | mars_base_internal_oxygen: 5.05
2025-04-03 17:07:00 | mars_base_internal_temperature: 27 | mars_base_external_temperature: 13 | mars_base_internal_humidity: 51 | mars_base_external_illuminance: 509 | mars_base_internal_co2: 0.093 | mars_base_internal_oxygen: 4.15
2025-04-03 17:07:05 | mars_base_internal_temperature: 29 | mars_base_external_temperature: 20 | mars_base_internal_humidity: 58 | mars_base_external_illuminance: 586 | mars_base_internal_co2: 0.092 | mars_base_internal_oxygen: 5.65
2025-04-03 17:07:10 | mars_base_internal_temperature: 30 | mars_base_external_temperature: 3 | mars_base_internal_humidity: 54 | mars_base_external_illuminance: 671 | mars_base_internal_co2: 0.078 | mars_base_internal_oxygen: 4.17
